positionID,maternalID,paternalID,position,row,block,Germ,flw,total.pods,total.pods.collected,totalseeds,cohort,year,seedpool
1091,196,167,36.8,420,4A,1,1,4,0,0,greenhouse,2015,NA
1092,196,167,36.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1093,196,167,37,420,4A,0,0,0,0,0,greenhouse,2015,NA
1094,196,167,37.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1095,196,167,37.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1096,117,15,38.8,420,4A,1,0,0,0,0,greenhouse,2015,NA
1097,117,15,38.9,420,4A,1,1,1,1,5,greenhouse,2015,NA
1098,117,15,39,420,4A,1,1,0,0,0,greenhouse,2015,NA
1099,117,15,39.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1100,117,15,39.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1101,108,122,40.8,420,4A,0,0,0,0,0,greenhouse,2015,NA
1102,108,122,40.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1103,108,122,41,420,4A,0,0,0,0,0,greenhouse,2015,NA
1104,108,122,41.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1105,108,122,41.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1106,69,37,42.8,420,4A,0,0,0,0,0,greenhouse,2015,NA
1107,69,37,42.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1108,69,37,43,420,4A,0,0,0,0,0,greenhouse,2015,NA
1109,69,37,43.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1110,69,37,43.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1111,56,15,44.8,420,4A,0,0,0,0,0,greenhouse,2015,NA
1112,56,15,44.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1113,56,15,45,420,4A,0,0,0,0,0,greenhouse,2015,NA
1114,56,15,45.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1115,56,15,45.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1116,51,1,46.8,420,4A,0,0,0,0,0,greenhouse,2015,NA
1117,51,1,46.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1118,51,1,47,420,4A,1,1,4,4,39,greenhouse,2015,NA
1119,51,1,47.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1120,51,1,47.2,420,4A,1,1,12,5,27,greenhouse,2015,NA
1121,100,81,48.8,420,4A,0,0,0,0,0,greenhouse,2015,NA
1122,100,81,48.9,420,4A,0,0,0,0,0,greenhouse,2015,NA
1123,100,81,49,420,4A,0,0,0,0,0,greenhouse,2015,NA
1124,100,81,49.1,420,4A,0,0,0,0,0,greenhouse,2015,NA
1125,100,81,49.2,420,4A,0,0,0,0,0,greenhouse,2015,NA
1126,75,36,0.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1127,75,36,0.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1128,75,36,1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1129,75,36,1.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1130,75,36,1.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1131,111,6,2.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1132,111,6,2.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1133,111,6,3,422,4A,0,0,0,0,0,greenhouse,2015,NA
1134,111,6,3.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1135,111,6,3.2,422,4A,1,1,2,1,8,greenhouse,2015,NA
1136,91,127,4.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1137,91,127,4.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1138,91,127,5,422,4A,0,0,0,0,0,greenhouse,2015,NA
1139,91,127,5.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1140,91,127,5.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1141,184,76,6.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1142,184,76,6.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1143,184,76,7,422,4A,0,0,0,0,0,greenhouse,2015,NA
1144,184,76,7.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1145,184,76,7.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1146,132,162,8.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1147,132,162,8.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1148,132,162,9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1149,132,162,9.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1150,132,162,9.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1151,159,16,10.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1152,159,16,10.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1153,159,16,11,422,4A,0,0,0,0,0,greenhouse,2015,NA
1154,159,16,11.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1155,159,16,11.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1156,173,63,12.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1157,173,63,12.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1158,173,63,13,422,4A,0,0,0,0,0,greenhouse,2015,NA
1159,173,63,13.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1160,173,63,13.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1161,133,198,14.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1162,133,198,14.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1163,133,198,15,422,4A,0,0,0,0,0,greenhouse,2015,NA
1164,133,198,15.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1165,133,198,15.2,422,4A,1,1,7,2,18,greenhouse,2015,NA
1166,117,15,16.8,422,4A,1,1,0,0,0,greenhouse,2015,NA
1167,117,15,16.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1168,117,15,17,422,4A,0,0,0,0,0,greenhouse,2015,NA
1169,117,15,17.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1170,117,15,17.2,422,4A,1,1,8,0,0,greenhouse,2015,NA
1171,183,138,18.8,422,4A,1,1,0,0,0,greenhouse,2015,NA
1172,183,138,18.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1173,183,138,19,422,4A,1,1,0,0,0,greenhouse,2015,NA
1174,183,138,19.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1175,183,138,19.2,422,4A,1,0,0,0,0,greenhouse,2015,NA
1176,171,166,20.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1177,171,166,20.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1178,171,166,21,422,4A,0,0,0,0,0,greenhouse,2015,NA
1179,171,166,21.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1180,171,166,21.2,422,4A,1,1,0,0,0,greenhouse,2015,NA
1181,69,37,22.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1182,69,37,22.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1183,69,37,23,422,4A,0,0,0,0,0,greenhouse,2015,NA
1184,69,37,23.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1185,69,37,23.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1186,46,162,24.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1187,46,162,24.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1188,46,162,25,422,4A,1,1,0,0,0,greenhouse,2015,NA
1189,46,162,25.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1190,46,162,25.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1191,108,122,26.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1192,108,122,26.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1193,108,122,27,422,4A,0,0,0,0,0,greenhouse,2015,NA
1194,108,122,27.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1195,108,122,27.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1196,50,28,28.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1197,50,28,28.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1198,50,28,29,422,4A,0,0,0,0,0,greenhouse,2015,NA
1199,50,28,29.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1200,50,28,29.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1201,185,1,30.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1202,185,1,30.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1203,185,1,31,422,4A,0,0,0,0,0,greenhouse,2015,NA
1204,185,1,31.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1205,185,1,31.2,422,4A,1,1,1,0,0,greenhouse,2015,NA
1206,22,15,32.8,422,4A,1,0,0,0,0,greenhouse,2015,NA
1207,22,15,32.9,422,4A,1,0,0,0,0,greenhouse,2015,NA
1208,22,15,33,422,4A,1,0,0,0,0,greenhouse,2015,NA
1209,22,15,33.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1210,22,15,33.2,422,4A,1,0,0,0,0,greenhouse,2015,NA
1211,177,138,34.8,422,4A,1,1,0,0,0,greenhouse,2015,NA
1212,177,138,34.9,422,4A,1,0,0,0,0,greenhouse,2015,NA
1213,177,138,35,422,4A,1,1,0,0,0,greenhouse,2015,NA
1214,177,138,35.1,422,4A,1,0,0,0,0,greenhouse,2015,NA
1215,177,138,35.2,422,4A,1,0,0,0,0,greenhouse,2015,NA
1216,56,15,36.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1217,56,15,36.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1218,56,15,37,422,4A,0,0,0,0,0,greenhouse,2015,NA
1219,56,15,37.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1220,56,15,37.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1221,73,8,38.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1222,73,8,38.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1223,73,8,39,422,4A,0,0,0,0,0,greenhouse,2015,NA
1224,73,8,39.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1225,73,8,39.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1226,3,162,40.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1227,3,162,40.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1228,3,162,41,422,4A,0,0,0,0,0,greenhouse,2015,NA
1229,3,162,41.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1230,3,162,41.2,422,4A,1,1,0,0,0,greenhouse,2015,NA
1231,18,167,42.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1232,18,167,42.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1233,18,167,43,422,4A,0,0,0,0,0,greenhouse,2015,NA
1234,18,167,43.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1235,18,167,43.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1236,189,63,44.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1237,189,63,44.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1238,189,63,45,422,4A,0,0,0,0,0,greenhouse,2015,NA
1239,189,63,45.1,422,4A,1,1,0,0,0,greenhouse,2015,NA
1240,189,63,45.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1241,100,81,46.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1242,100,81,46.9,422,4A,0,0,0,0,0,greenhouse,2015,NA
1243,100,81,47,422,4A,0,0,0,0,0,greenhouse,2015,NA
1244,100,81,47.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1245,100,81,47.2,422,4A,0,0,0,0,0,greenhouse,2015,NA
1246,21,58,48.8,422,4A,0,0,0,0,0,greenhouse,2015,NA
1247,21,58,48.9,422,4A,1,1,3,3,21,greenhouse,2015,NA
1248,21,58,49,422,4A,0,0,0,0,0,greenhouse,2015,NA
1249,21,58,49.1,422,4A,0,0,0,0,0,greenhouse,2015,NA
1250,21,58,49.2,422,4A,1,1,37,2,21,greenhouse,2015,NA
1251,4,34,0.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1252,4,34,0.9,504,5A,1,1,2,2,13,greenhouse,2015,NA
1253,4,34,1,504,5A,1,1,0,0,0,greenhouse,2015,NA
1254,4,34,1.1,504,5A,1,0,0,0,0,greenhouse,2015,NA
1255,4,34,1.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1256,187,119,2.8,504,5A,1,0,0,0,0,greenhouse,2015,NA
1257,187,119,2.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1258,187,119,3,504,5A,0,0,0,0,0,greenhouse,2015,NA
1259,187,119,3.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1260,187,119,3.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1261,136,16,4.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1262,136,16,4.9,504,5A,1,1,0,0,0,greenhouse,2015,NA
1263,136,16,5,504,5A,0,0,0,0,0,greenhouse,2015,NA
1264,136,16,5.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1265,136,16,5.2,504,5A,1,1,4,2,8,greenhouse,2015,NA
1266,25,71,6.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1267,25,71,6.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1268,25,71,7,504,5A,0,0,0,0,0,greenhouse,2015,NA
1269,25,71,7.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1270,25,71,7.2,504,5A,1,1,1,1,6,greenhouse,2015,NA
1271,22,15,8.8,504,5A,1,1,0,0,0,greenhouse,2015,NA
1272,22,15,8.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1273,22,15,9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1274,22,15,9.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1275,22,15,9.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1276,161,110,10.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1277,161,110,10.9,504,5A,1,0,0,0,0,greenhouse,2015,NA
1278,161,110,11,504,5A,0,0,0,0,0,greenhouse,2015,NA
1279,161,110,11.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1280,161,110,11.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1281,24,34,12.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1282,24,34,12.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1283,24,34,13,504,5A,1,0,0,0,0,greenhouse,2015,NA
1284,24,34,13.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1285,24,34,13.2,504,5A,1,0,0,0,0,greenhouse,2015,NA
1286,161,110,14.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1287,161,110,14.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1288,161,110,15,504,5A,0,0,0,0,0,greenhouse,2015,NA
1289,161,110,15.1,504,5A,1,1,1,0,0,greenhouse,2015,NA
1290,161,110,15.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1291,183,138,16.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1292,183,138,16.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1293,183,138,17,504,5A,0,0,0,0,0,greenhouse,2015,NA
1294,183,138,17.1,504,5A,1,1,5,2,12,greenhouse,2015,NA
1295,183,138,17.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1296,50,28,18.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1297,50,28,18.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1298,50,28,19,504,5A,0,0,0,0,0,greenhouse,2015,NA
1299,50,28,19.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1300,50,28,19.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1301,7,76,20.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1302,7,76,20.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1303,7,76,21,504,5A,0,0,0,0,0,greenhouse,2015,NA
1304,7,76,21.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1305,7,76,21.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1306,123,135,22.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1307,123,135,22.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1308,123,135,23,504,5A,0,0,0,0,0,greenhouse,2015,NA
1309,123,135,23.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1310,123,135,23.2,504,5A,1,1,5,3,7,greenhouse,2015,NA
1311,88,124,24.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1312,88,124,24.9,504,5A,1,0,0,0,0,greenhouse,2015,NA
1313,88,124,25,504,5A,0,0,0,0,0,greenhouse,2015,NA
1314,88,124,25.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1315,88,124,25.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1316,169,112,26.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1317,169,112,26.9,504,5A,1,1,3,2,7,greenhouse,2015,NA
1318,169,112,27,504,5A,0,0,0,0,0,greenhouse,2015,NA
1319,169,112,27.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1320,169,112,27.2,504,5A,1,1,0,0,0,greenhouse,2015,NA
1321,188,6,28.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1322,188,6,28.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1323,188,6,29,504,5A,0,0,0,0,0,greenhouse,2015,NA
1324,188,6,29.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1325,188,6,29.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1326,92,126,30.8,504,5A,1,0,0,0,0,greenhouse,2015,NA
1327,92,126,30.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1328,92,126,31,504,5A,0,0,0,0,0,greenhouse,2015,NA
1329,92,126,31.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1330,92,126,31.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1331,161,110,32.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1332,161,110,32.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1333,161,110,33,504,5A,0,0,0,0,0,greenhouse,2015,NA
1334,161,110,33.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1335,161,110,33.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1336,56,15,34.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1337,56,15,34.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1338,56,15,35,504,5A,0,0,0,0,0,greenhouse,2015,NA
1339,56,15,35.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1340,56,15,35.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1341,120,149,36.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1342,120,149,36.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1343,120,149,37,504,5A,0,0,0,0,0,greenhouse,2015,NA
1344,120,149,37.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1345,120,149,37.2,504,5A,1,0,0,0,0,greenhouse,2015,NA
1346,155,81,38.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1347,155,81,38.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1348,155,81,39,504,5A,0,0,0,0,0,greenhouse,2015,NA
1349,155,81,39.1,504,5A,1,1,0,0,0,greenhouse,2015,NA
1351,84,99,40.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1352,84,99,40.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1353,84,99,41,504,5A,0,0,0,0,0,greenhouse,2015,NA
1354,84,99,41.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1355,84,99,41.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1356,91,127,42.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1357,91,127,42.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1358,91,127,43,504,5A,0,0,0,0,0,greenhouse,2015,NA
1359,91,127,43.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1360,91,127,43.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1361,39,28,44.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1362,39,28,44.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1363,39,28,45,504,5A,1,0,0,0,0,greenhouse,2015,NA
1364,39,28,45.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1365,39,28,45.2,504,5A,1,1,0,0,0,greenhouse,2015,NA
1366,150,119,46.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1367,150,119,46.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1368,150,119,47,504,5A,0,0,0,0,0,greenhouse,2015,NA
1369,150,119,47.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1370,150,119,47.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1371,46,162,48.8,504,5A,0,0,0,0,0,greenhouse,2015,NA
1372,46,162,48.9,504,5A,0,0,0,0,0,greenhouse,2015,NA
1373,46,162,49,504,5A,0,0,0,0,0,greenhouse,2015,NA
1374,46,162,49.1,504,5A,0,0,0,0,0,greenhouse,2015,NA
1375,46,162,49.2,504,5A,0,0,0,0,0,greenhouse,2015,NA
1376,50,28,0.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1377,50,28,0.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1378,50,28,1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1379,50,28,1.1,506,5A,1,0,0,0,0,greenhouse,2015,NA
1380,50,28,1.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1381,147,163,2.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1382,147,163,2.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1383,147,163,3,506,5A,0,0,0,0,0,greenhouse,2015,NA
1384,147,163,3.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1385,147,163,3.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1386,190,138,4.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1387,190,138,4.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1388,190,138,5,506,5A,0,0,0,0,0,greenhouse,2015,NA
1389,190,138,5.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1390,190,138,5.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1391,67,1,6.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1392,67,1,6.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1393,67,1,7,506,5A,0,0,0,0,0,greenhouse,2015,NA
1394,67,1,7.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1395,67,1,7.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1396,67,1,8.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1397,67,1,8.9,506,5A,1,1,4,1,8,greenhouse,2015,NA
1398,67,1,9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1399,67,1,9.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1400,67,1,9.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1401,11,6,10.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1402,11,6,10.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1403,11,6,11,506,5A,0,0,0,0,0,greenhouse,2015,NA
1404,11,6,11.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1405,11,6,11.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1406,86,115,12.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1407,86,115,12.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1408,86,115,13,506,5A,0,0,0,0,0,greenhouse,2015,NA
1409,86,115,13.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1410,86,115,13.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1411,185,1,14.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1412,185,1,14.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1413,185,1,15,506,5A,0,0,0,0,0,greenhouse,2015,NA
1414,185,1,15.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1415,185,1,15.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1416,113,99,16.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1417,113,99,16.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1418,113,99,17,506,5A,0,0,0,0,0,greenhouse,2015,NA
1419,113,99,17.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1420,113,99,17.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1421,84,99,18.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1422,84,99,18.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1423,84,99,19,506,5A,0,0,0,0,0,greenhouse,2015,NA
1424,84,99,19.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1425,84,99,19.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1426,141,139,20.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1427,141,139,20.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1428,141,139,21,506,5A,0,0,0,0,0,greenhouse,2015,NA
1429,141,139,21.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1430,141,139,21.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1431,128,44,22.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1432,128,44,22.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1433,128,44,23,506,5A,0,0,0,0,0,greenhouse,2015,NA
1434,128,44,23.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1435,128,44,23.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1436,33,160,24.8,506,5A,1,0,0,0,0,greenhouse,2015,NA
1437,33,160,24.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1438,33,160,25,506,5A,0,0,0,0,0,greenhouse,2015,NA
1439,33,160,25.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1440,33,160,25.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1441,202,126,26.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1442,202,126,26.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1443,202,126,27,506,5A,0,0,0,0,0,greenhouse,2015,NA
1444,202,126,27.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1445,202,126,27.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1446,187,119,28.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1447,187,119,28.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1448,187,119,29,506,5A,0,0,0,0,0,greenhouse,2015,NA
1449,187,119,29.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1450,187,119,29.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1451,25,71,30.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1452,25,71,30.9,506,5A,1,1,0,0,0,greenhouse,2015,NA
1453,25,71,31,506,5A,0,0,0,0,0,greenhouse,2015,NA
1454,25,71,31.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1455,25,71,31.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1456,186,106,32.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
1457,186,106,32.9,506,5A,0,0,0,0,0,greenhouse,2015,NA
1458,186,106,33,506,5A,0,0,0,0,0,greenhouse,2015,NA
1459,186,106,33.1,506,5A,0,0,0,0,0,greenhouse,2015,NA
1460,186,106,33.2,506,5A,0,0,0,0,0,greenhouse,2015,NA
1461,100,81,34.8,506,5A,0,0,0,0,0,greenhouse,2015,NA
