V1,V2
-0.368552702434039,0.00268372577141347
-0.361395473863006,0.00289746773369575
-0.354238245291973,0.00312006172984466
-0.347081016720939,0.00336248839871886
-0.339923788149906,0.00362068236059451
-0.332766559578873,0.0038905147523719
-0.32560933100784,0.00418863563604985
-0.318452102436806,0.00449865592338686
-0.311294873865773,0.00483117673185439
-0.30413764529474,0.00518795044225628
-0.296980416723706,0.00555800431696498
-0.289823188152673,0.00596488295380783
-0.28266595958164,0.00638929922146128
-0.275508731010606,0.00683817904276304
-0.268351502439573,0.00732278657937868
-0.26119427386854,0.00782470284937396
-0.254037045297507,0.00836812558884654
-0.246879816726473,0.00893920606892477
-0.23972258815544,0.00953552338013564
-0.232565359584407,0.0101825320350564
-0.225408131013373,0.0108515703210128
-0.21825090244234,0.0115657714156122
-0.211093673871307,0.0123209997336185
-0.203936445300273,0.0131005081607594
-0.19677921672924,0.0139495303170614
-0.189621988158207,0.0148259188225711
-0.182464759587174,0.0157494905504228
-0.17530753101614,0.0167310148876501
-0.168150302445107,0.0177421353510709
-0.160993073874074,0.01882849697849
-0.15383584530304,0.0199565629033474
-0.146678616732007,0.0211315740691541
-0.139521388160974,0.0223850777783815
-0.132364159589941,0.0236740820978059
-0.125206931018907,0.0250411778514458
-0.118049702447874,0.0264678486045059
-0.110892473876841,0.0279384138594078
-0.103735245305807,0.0295113286724919
-0.0965780167347741,0.0311257036814853
-0.0894207881637408,0.0328179298185433
-0.0822635595927075,0.0345905548242826
-0.0751063310216741,0.0364069019122543
-0.0679491024506408,0.0383398597669342
-0.0607918738796075,0.0403259755616943
-0.0536346453085743,0.0423861067681061
-0.046477416737541,0.044549616785313
-0.0393201881665077,0.0467621840239654
-0.0321629595954744,0.0490892511566594
-0.0250057310244411,0.0514891816389829
-0.0178485024534078,0.053955479166935
-0.0106912738823745,0.0565489861310219
-0.00353404531134122,0.0591958435392002
0.00362318325969208,0.061950482675615
0.0107804118307254,0.0647983697163784
0.0179376404017587,0.0677013362398727
0.025094868972792,0.0707543740302875
0.0322520975438253,0.0738634810971659
0.0394093261148586,0.0770691458580261
0.0465665546858919,0.0803873642922566
0.0537237832569252,0.0837621410591008
0.0608810118279585,0.0872750759706625
0.0680382403989918,0.0908604830088901
0.075195468970025,0.0945273240874579
0.0823526975410583,0.0983227941497747
0.0895099261120916,0.10217445585699
0.0966671546831249,0.106146486019116
0.103824383254158,0.110204913314413
0.110981611825192,0.114326881604824
0.118138840396225,0.118587939157983
0.125296068967258,0.122902175456408
0.132453297538291,0.127315200586992
0.139610526109325,0.131823424344008
0.146767754680358,0.136382868801552
0.153924983251391,0.141070385490554
0.161082211822425,0.145811974491801
0.168239440393458,0.150628714462974
0.175396668964491,0.155542179956448
0.182553897535524,0.160499848547075
0.189711126106558,0.165555435576938
0.196868354677591,0.170667724158013
0.204025583248624,0.175831566868644
0.211182811819658,0.181084581169947
0.218340040390691,0.186372094470721
0.225497268961724,0.191726906121666
0.232654497532758,0.197133017474965
0.239811726103791,0.202569372706188
