block,position,row,maternalID,paternalID,Germ,flw,total.pods,total.pods.collected,totalseeds,cohort,year
3A,0.9,310,2,24,0,0,0,0,0,greenhouse,2015
3A,1,310,2,24,0,0,0,0,0,greenhouse,2015
3A,1.1,310,2,24,0,0,0,0,0,greenhouse,2015
3A,1.2,310,2,24,0,0,0,0,0,greenhouse,2015
3A,2.8,310,72,21,0,0,0,0,0,greenhouse,2015
3A,2.9,310,72,21,1,1,0,0,0,greenhouse,2015
3A,3,310,72,21,1,1,0,0,0,greenhouse,2015
3A,3.1,310,72,21,1,1,0,0,0,greenhouse,2015
3A,3.2,310,72,21,1,1,0,0,0,greenhouse,2015
3A,4.8,310,50,96,0,0,0,0,0,greenhouse,2015
3A,4.9,310,50,96,0,0,0,0,0,greenhouse,2015
3A,5,310,50,96,0,0,0,0,0,greenhouse,2015
3A,5.1,310,50,96,0,0,0,0,0,greenhouse,2015
3A,5.2,310,50,96,0,0,0,0,0,greenhouse,2015
3A,6.8,310,33,61,0,0,0,0,0,greenhouse,2015
3A,6.9,310,33,61,0,0,0,0,0,greenhouse,2015
3A,7,310,33,61,1,0,0,0,0,greenhouse,2015
3A,7.1,310,33,61,0,0,0,0,0,greenhouse,2015
3A,7.2,310,33,61,0,0,0,0,0,greenhouse,2015
3A,8.8,310,73,67,0,0,0,0,0,greenhouse,2015
3A,8.9,310,73,67,0,0,0,0,0,greenhouse,2015
3A,9,310,73,67,0,0,0,0,0,greenhouse,2015
3A,9.1,310,73,67,0,0,0,0,0,greenhouse,2015
3A,9.2,310,73,67,1,1,14,14,52,greenhouse,2015
3A,10.8,310,71,35,0,0,0,0,0,greenhouse,2015
3A,10.9,310,71,35,0,0,0,0,0,greenhouse,2015
3A,11,310,71,35,0,0,0,0,0,greenhouse,2015
3A,11.1,310,71,35,1,0,0,0,0,greenhouse,2015
3A,11.2,310,71,35,0,0,0,0,0,greenhouse,2015
3A,12.8,310,100,1,0,0,0,0,0,greenhouse,2015
3A,12.9,310,100,1,1,1,1,1,0,greenhouse,2015
3A,13,310,100,1,0,0,0,0,0,greenhouse,2015
3A,13.1,310,100,1,0,0,0,0,0,greenhouse,2015
3A,13.2,310,100,1,1,0,0,0,0,greenhouse,2015
3A,14.8,310,30,98,0,0,0,0,0,greenhouse,2015
3A,14.9,310,30,98,0,0,0,0,0,greenhouse,2015
3A,15,310,30,98,0,0,0,0,0,greenhouse,2015
3A,15.1,310,30,98,0,0,0,0,0,greenhouse,2015
3A,15.2,310,30,98,0,0,0,0,0,greenhouse,2015
3A,16.8,310,16,43,0,0,0,0,0,greenhouse,2015
3A,16.9,310,16,43,0,0,0,0,0,greenhouse,2015
3A,17,310,16,43,0,0,0,0,0,greenhouse,2015
3A,17.1,310,16,43,0,0,0,0,0,greenhouse,2015
3A,17.2,310,16,43,0,0,0,0,0,greenhouse,2015
3A,18.8,310,54,25,0,0,0,0,0,greenhouse,2015
3A,18.9,310,54,25,0,0,0,0,0,greenhouse,2015
3A,19,310,54,25,0,0,0,0,0,greenhouse,2015
3A,19.1,310,54,25,0,0,0,0,0,greenhouse,2015
3A,19.2,310,54,25,0,0,0,0,0,greenhouse,2015
3A,20.8,310,63,31,0,0,0,0,0,greenhouse,2015
3A,20.9,310,63,31,0,0,0,0,0,greenhouse,2015
3A,21,310,63,31,0,0,0,0,0,greenhouse,2015
3A,21.1,310,63,31,0,0,0,0,0,greenhouse,2015
3A,21.2,310,63,31,0,0,0,0,0,greenhouse,2015
3A,22.8,310,33,61,0,0,0,0,0,greenhouse,2015
3A,22.9,310,33,61,0,0,0,0,0,greenhouse,2015
3A,23,310,33,61,0,0,0,0,0,greenhouse,2015
3A,23.1,310,33,61,0,0,0,0,0,greenhouse,2015
3A,23.2,310,33,61,1,1,0,0,0,greenhouse,2015
3A,24.8,310,39,15,0,0,0,0,0,greenhouse,2015
3A,24.9,310,39,15,0,0,0,0,0,greenhouse,2015
3A,25,310,39,15,0,0,0,0,0,greenhouse,2015
3A,25.1,310,39,15,0,0,0,0,0,greenhouse,2015
3A,25.2,310,39,15,0,0,0,0,0,greenhouse,2015
3A,26.8,310,34,75,0,0,0,0,0,greenhouse,2015
3A,26.9,310,34,75,0,0,0,0,0,greenhouse,2015
3A,27,310,34,75,0,0,0,0,0,greenhouse,2015
3A,27.1,310,34,75,0,0,0,0,0,greenhouse,2015
3A,27.2,310,34,75,0,0,0,0,0,greenhouse,2015
3A,28.8,310,50,96,0,0,0,0,0,greenhouse,2015
3A,28.9,310,50,96,0,0,0,0,0,greenhouse,2015
3A,29,310,50,96,0,0,0,0,0,greenhouse,2015
3A,29.1,310,50,96,0,0,0,0,0,greenhouse,2015
3A,29.2,310,50,96,0,0,0,0,0,greenhouse,2015
3A,30.8,310,62,52,0,0,0,0,0,greenhouse,2015
3A,30.9,310,62,52,0,0,0,0,0,greenhouse,2015
3A,31,310,62,52,1,0,0,0,0,greenhouse,2015
3A,31.1,310,62,52,0,0,0,0,0,greenhouse,2015
3A,31.2,310,62,52,0,0,0,0,0,greenhouse,2015
3A,32.8,310,63,31,0,0,0,0,0,greenhouse,2015
3A,32.9,310,63,31,0,0,0,0,0,greenhouse,2015
3A,33,310,63,31,0,0,0,0,0,greenhouse,2015
3A,33.1,310,63,31,1,1,1,1,0,greenhouse,2015
3A,33.2,310,63,31,1,0,0,0,0,greenhouse,2015
3A,34.8,310,36,61,0,0,0,0,0,greenhouse,2015
3A,34.9,310,36,61,0,0,0,0,0,greenhouse,2015
3A,35,310,36,61,0,0,0,0,0,greenhouse,2015
3A,35.1,310,36,61,0,0,0,0,0,greenhouse,2015
3A,35.2,310,36,61,0,0,0,0,0,greenhouse,2015
3A,36.8,310,53,31,0,0,0,0,0,greenhouse,2015
3A,36.9,310,53,31,0,0,0,0,0,greenhouse,2015
3A,37,310,53,31,0,0,0,0,0,greenhouse,2015
3A,37.1,310,53,31,1,0,0,0,0,greenhouse,2015
3A,37.2,310,53,31,0,0,0,0,0,greenhouse,2015
3A,38.8,310,41,89,0,0,0,0,0,greenhouse,2015
3A,38.9,310,41,89,0,0,0,0,0,greenhouse,2015
3A,39,310,41,89,0,0,0,0,0,greenhouse,2015
3A,39.1,310,41,89,0,0,0,0,0,greenhouse,2015
3A,39.2,310,41,89,0,0,0,0,0,greenhouse,2015
3A,40.8,310,92,15,0,0,0,0,0,greenhouse,2015
3A,40.9,310,92,15,1,0,0,0,0,greenhouse,2015
3A,41,310,92,15,0,0,0,0,0,greenhouse,2015
3A,41.1,310,92,15,0,0,0,0,0,greenhouse,2015
3A,41.2,310,92,15,1,0,0,0,0,greenhouse,2015
3A,42.8,310,53,31,0,0,0,0,0,greenhouse,2015
3A,42.9,310,53,31,0,0,0,0,0,greenhouse,2015
3A,43,310,53,31,0,0,0,0,0,greenhouse,2015
3A,43.1,310,53,31,1,0,0,0,0,greenhouse,2015
3A,43.2,310,53,31,0,0,0,0,0,greenhouse,2015
3A,44.8,310,86,1,0,0,0,0,0,greenhouse,2015
3A,44.9,310,86,1,0,0,0,0,0,greenhouse,2015
3A,45,310,86,1,0,0,0,0,0,greenhouse,2015
3A,45.1,310,86,1,0,0,0,0,0,greenhouse,2015
3A,45.2,310,86,1,0,0,0,0,0,greenhouse,2015
3A,46.8,310,22,31,0,0,0,0,0,greenhouse,2015
3A,46.9,310,22,31,0,0,0,0,0,greenhouse,2015
3A,47,310,22,31,1,0,0,0,0,greenhouse,2015
3A,47.1,310,22,31,0,0,0,0,0,greenhouse,2015
3A,47.2,310,22,31,0,0,0,0,0,greenhouse,2015
3A,48.8,310,100,1,1,1,1,1,0,greenhouse,2015
3A,48.9,310,100,1,1,0,0,0,0,greenhouse,2015
3A,49,310,100,1,1,0,0,0,0,greenhouse,2015
3A,49.1,310,100,1,0,0,0,0,0,greenhouse,2015
3A,49.2,310,100,1,0,0,0,0,0,greenhouse,2015
3A,0.8,324,5,21,0,0,0,0,0,greenhouse,2015
3A,0.9,324,5,21,0,0,0,0,0,greenhouse,2015
3A,1,324,5,21,0,0,0,0,0,greenhouse,2015
3A,1.1,324,5,21,0,0,0,0,0,greenhouse,2015
3A,1.2,324,5,21,0,0,0,0,0,greenhouse,2015
3A,2.8,324,19,52,0,0,0,0,0,greenhouse,2015
3A,2.9,324,19,52,0,0,0,0,0,greenhouse,2015
3A,3,324,19,52,0,0,0,0,0,greenhouse,2015
3A,3.1,324,19,52,0,0,0,0,0,greenhouse,2015
3A,3.2,324,19,52,0,0,0,0,0,greenhouse,2015
3A,4.8,324,70,35,0,0,0,0,0,greenhouse,2015
3A,4.9,324,70,35,0,0,0,0,0,greenhouse,2015
3A,5,324,70,35,0,0,0,0,0,greenhouse,2015
3A,5.1,324,70,35,0,0,0,0,0,greenhouse,2015
3A,5.2,324,70,35,0,0,0,0,0,greenhouse,2015
3A,6.8,324,66,61,1,1,33,33,220,greenhouse,2015
3A,6.9,324,66,61,0,0,0,0,0,greenhouse,2015
3A,7,324,66,61,1,1,6,6,35,greenhouse,2015
3A,7.1,324,66,61,1,1,7,7,34,greenhouse,2015
3A,7.2,324,66,61,0,0,0,0,0,greenhouse,2015
3A,8.8,324,97,52,0,0,0,0,0,greenhouse,2015
3A,8.9,324,97,52,0,0,0,0,0,greenhouse,2015
3A,9,324,97,52,0,0,0,0,0,greenhouse,2015
3A,9.1,324,97,52,1,1,8,8,42,greenhouse,2015
3A,9.2,324,97,52,0,0,0,0,0,greenhouse,2015
3A,10.8,324,10,24,0,0,0,0,0,greenhouse,2015
3A,10.9,324,10,24,0,0,0,0,0,greenhouse,2015
3A,11,324,10,24,0,0,0,0,0,greenhouse,2015
3A,11.1,324,10,24,1,1,5,5,22,greenhouse,2015
3A,11.2,324,10,24,1,0,0,0,0,greenhouse,2015
3A,12.8,324,83,24,0,0,0,0,0,greenhouse,2015
3A,12.9,324,83,24,1,0,0,0,0,greenhouse,2015
3A,13,324,83,24,0,0,0,0,0,greenhouse,2015
3A,13.1,324,83,24,0,0,0,0,0,greenhouse,2015
3A,13.2,324,83,24,0,0,0,0,0,greenhouse,2015
3A,14.8,324,63,31,0,0,0,0,0,greenhouse,2015
3A,14.9,324,63,31,0,0,0,0,0,greenhouse,2015
3A,15,324,63,31,0,0,0,0,0,greenhouse,2015
3A,15.1,324,63,31,0,0,0,0,0,greenhouse,2015
3A,15.2,324,63,31,0,0,0,0,0,greenhouse,2015
3A,16.8,324,88,98,0,0,0,0,0,greenhouse,2015
3A,16.9,324,88,98,0,0,0,0,0,greenhouse,2015
3A,17,324,88,98,0,0,0,0,0,greenhouse,2015
3A,17.1,324,88,98,0,0,0,0,0,greenhouse,2015
3A,17.2,324,88,98,0,0,0,0,0,greenhouse,2015
3A,18.8,324,74,25,0,0,0,0,0,greenhouse,2015
3A,18.9,324,74,25,0,0,0,0,0,greenhouse,2015
3A,19,324,74,25,0,0,0,0,0,greenhouse,2015
3A,19.1,324,74,25,0,0,0,0,0,greenhouse,2015
3A,19.2,324,74,25,0,0,0,0,0,greenhouse,2015
3A,20.8,324,92,15,0,0,0,0,0,greenhouse,2015
3A,20.9,324,92,15,0,0,0,0,0,greenhouse,2015
3A,21,324,92,15,0,0,0,0,0,greenhouse,2015
3A,21.1,324,92,15,0,0,0,0,0,greenhouse,2015
3A,21.2,324,92,15,0,0,0,0,0,greenhouse,2015
3A,22.8,324,29,75,0,0,0,0,0,greenhouse,2015
3A,22.9,324,29,75,0,0,0,0,0,greenhouse,2015
3A,23,324,29,75,0,0,0,0,0,greenhouse,2015
3A,23.1,324,29,75,0,0,0,0,0,greenhouse,2015
3A,23.2,324,29,75,0,0,0,0,0,greenhouse,2015
3A,24.8,324,57,96,1,0,0,0,0,greenhouse,2015
3A,24.9,324,57,96,0,0,0,0,0,greenhouse,2015
3A,25,324,57,96,0,0,0,0,0,greenhouse,2015
3A,25.1,324,57,96,1,0,0,0,0,greenhouse,2015
3A,25.2,324,57,96,0,0,0,0,0,greenhouse,2015
3A,26.8,324,46,69,0,0,0,0,0,greenhouse,2015
3A,26.9,324,46,69,0,0,0,0,0,greenhouse,2015
3A,27,324,46,69,0,0,0,0,0,greenhouse,2015
3A,27.1,324,46,69,0,0,0,0,0,greenhouse,2015
3A,27.2,324,46,69,0,0,0,0,0,greenhouse,2015
3A,28.8,324,41,89,0,0,0,0,0,greenhouse,2015
3A,28.9,324,41,89,0,0,0,0,0,greenhouse,2015
3A,29,324,41,89,0,0,0,0,0,greenhouse,2015
3A,29.1,324,41,89,0,0,0,0,0,greenhouse,2015
3A,29.2,324,41,89,0,0,0,0,0,greenhouse,2015
3A,30.8,324,97,52,0,0,0,0,0,greenhouse,2015
3A,30.9,324,97,52,0,0,0,0,0,greenhouse,2015
3A,31,324,97,52,1,1,7,7,35,greenhouse,2015
3A,31.1,324,97,52,1,1,4,4,12,greenhouse,2015
3A,31.2,324,97,52,1,1,4,4,23,greenhouse,2015
3A,32.8,324,28,69,0,0,0,0,0,greenhouse,2015
3A,32.9,324,28,69,0,0,0,0,0,greenhouse,2015
3A,33,324,28,69,0,0,0,0,0,greenhouse,2015
3A,33.1,324,28,69,1,0,0,0,0,greenhouse,2015
3A,33.2,324,28,69,0,0,0,0,0,greenhouse,2015
3A,34.8,324,90,96,0,0,0,0,0,greenhouse,2015
3A,34.9,324,90,96,1,0,0,0,0,greenhouse,2015
3A,35,324,90,96,0,0,0,0,0,greenhouse,2015
3A,35.1,324,90,96,0,0,0,0,0,greenhouse,2015
3A,35.2,324,90,96,0,0,0,0,0,greenhouse,2015
3A,36.8,324,62,52,0,0,0,0,0,greenhouse,2015
3A,36.9,324,62,52,0,0,0,0,0,greenhouse,2015
3A,37,324,62,52,0,0,0,0,0,greenhouse,2015
3A,37.1,324,62,52,1,1,6,6,39,greenhouse,2015
3A,37.2,324,62,52,0,0,0,0,0,greenhouse,2015
3A,38.8,324,39,15,0,0,0,0,0,greenhouse,2015
3A,38.9,324,39,15,0,0,0,0,0,greenhouse,2015
3A,39,324,39,15,0,0,0,0,0,greenhouse,2015
3A,39.1,324,39,15,0,0,0,0,0,greenhouse,2015
3A,39.2,324,39,15,0,0,0,0,0,greenhouse,2015
3A,40.8,324,37,55,1,0,0,0,0,greenhouse,2015
3A,40.9,324,37,55,1,0,0,0,0,greenhouse,2015
3A,41,324,37,55,1,0,0,0,0,greenhouse,2015
3A,41.1,324,37,55,0,0,0,0,0,greenhouse,2015
3A,41.2,324,37,55,1,0,0,0,0,greenhouse,2015
3A,42.8,324,73,67,0,0,0,0,0,greenhouse,2015
3A,42.9,324,73,67,1,1,8,8,47,greenhouse,2015
3A,43,324,73,67,0,0,0,0,0,greenhouse,2015
3A,43.1,324,73,67,0,0,0,0,0,greenhouse,2015
3A,43.2,324,73,67,0,0,0,0,0,greenhouse,2015
3A,44.8,324,51,55,0,0,0,0,0,greenhouse,2015
3A,44.9,324,51,55,0,0,0,0,0,greenhouse,2015
3A,45,324,51,55,0,0,0,0,0,greenhouse,2015
3A,45.1,324,51,55,0,0,0,0,0,greenhouse,2015
3A,45.2,324,51,55,0,0,0,0,0,greenhouse,2015
3A,46.8,324,82,42,0,0,0,0,0,greenhouse,2015
3A,46.9,324,82,42,1,0,0,0,0,greenhouse,2015
3A,47,324,82,42,0,0,0,0,0,greenhouse,2015
3A,47.1,324,82,42,0,0,0,0,0,greenhouse,2015
3A,47.2,324,82,42,0,0,0,0,0,greenhouse,2015
3A,48.8,324,74,25,0,0,0,0,0,greenhouse,2015
3A,48.9,324,74,25,1,1,4,4,0,greenhouse,2015
3A,49,324,74,25,0,0,0,0,0,greenhouse,2015
3A,49.1,324,74,25,1,0,0,0,0,greenhouse,2015
3A,49.2,324,74,25,1,0,0,0,0,greenhouse,2015
4A,0.8,402,16,43,0,0,0,0,0,greenhouse,2015
4A,0.9,402,16,43,0,0,0,0,0,greenhouse,2015
4A,1,402,16,43,0,0,0,0,0,greenhouse,2015
4A,1.1,402,16,43,0,0,0,0,0,greenhouse,2015
4A,1.2,402,16,43,0,0,0,0,0,greenhouse,2015
4A,2.8,402,58,89,0,0,0,0,0,greenhouse,2015
4A,2.9,402,58,89,0,0,0,0,0,greenhouse,2015
4A,3,402,58,89,0,0,0,0,0,greenhouse,2015
4A,3.1,402,58,89,0,0,0,0,0,greenhouse,2015
4A,3.2,402,58,89,0,0,0,0,0,greenhouse,2015
4A,4.8,402,79,75,1,1,0,0,0,greenhouse,2015
4A,4.9,402,79,75,1,0,0,0,0,greenhouse,2015
4A,5,402,79,75,0,0,0,0,0,greenhouse,2015
4A,5.1,402,79,75,0,0,0,0,0,greenhouse,2015
4A,5.2,402,79,75,0,0,0,0,0,greenhouse,2015
4A,6.8,402,82,42,0,0,0,0,0,greenhouse,2015
4A,6.9,402,82,42,0,0,0,0,0,greenhouse,2015
4A,7,402,82,42,0,0,0,0,0,greenhouse,2015
4A,7.1,402,82,42,1,0,0,0,0,greenhouse,2015
4A,7.2,402,82,42,0,0,0,0,0,greenhouse,2015
4A,8.8,402,10,24,0,0,0,0,0,greenhouse,2015
4A,8.9,402,10,24,1,0,0,0,0,greenhouse,2015
4A,9,402,10,24,0,0,0,0,0,greenhouse,2015
4A,9.1,402,10,24,1,0,0,0,0,greenhouse,2015
4A,9.2,402,10,24,0,0,0,0,0,greenhouse,2015
4A,10.8,402,58,89,0,0,0,0,0,greenhouse,2015
4A,10.9,402,58,89,0,0,0,0,0,greenhouse,2015
4A,11,402,58,89,0,0,0,0,0,greenhouse,2015
4A,11.1,402,58,89,0,0,0,0,0,greenhouse,2015
4A,11.2,402,58,89,0,0,0,0,0,greenhouse,2015
4A,12.8,402,5,21,0,0,0,0,0,greenhouse,2015
4A,12.9,402,5,21,0,0,0,0,0,greenhouse,2015
4A,13,402,5,21,0,0,0,0,0,greenhouse,2015
4A,13.1,402,5,21,0,0,0,0,0,greenhouse,2015
4A,13.2,402,5,21,0,0,0,0,0,greenhouse,2015
4A,14.8,402,38,1,0,0,0,0,0,greenhouse,2015
4A,14.9,402,38,1,0,0,0,0,0,greenhouse,2015
4A,15,402,38,1,0,0,0,0,0,greenhouse,2015
4A,15.1,402,38,1,0,0,0,0,0,greenhouse,2015
4A,15.2,402,38,1,0,0,0,0,0,greenhouse,2015
4A,16.8,402,10,24,0,0,0,0,0,greenhouse,2015
4A,16.9,402,10,24,0,0,0,0,0,greenhouse,2015
4A,17,402,10,24,1,0,0,0,0,greenhouse,2015
4A,17.1,402,10,24,0,0,0,0,0,greenhouse,2015
4A,17.2,402,10,24,1,0,0,0,0,greenhouse,2015
4A,18.8,402,2,24,0,0,0,0,0,greenhouse,2015
4A,18.9,402,2,24,0,0,0,0,0,greenhouse,2015
4A,19,402,2,24,0,0,0,0,0,greenhouse,2015
4A,19.1,402,2,24,0,0,0,0,0,greenhouse,2015
4A,19.2,402,2,24,0,0,0,0,0,greenhouse,2015
4A,20.8,402,68,55,0,0,0,0,0,greenhouse,2015
4A,20.9,402,68,55,0,0,0,0,0,greenhouse,2015
4A,21,402,68,55,0,0,0,0,0,greenhouse,2015
4A,21.1,402,68,55,0,0,0,0,0,greenhouse,2015
4A,21.2,402,68,55,0,0,0,0,0,greenhouse,2015
4A,22.8,402,22,31,0,0,0,0,0,greenhouse,2015
4A,22.9,402,22,31,0,0,0,0,0,greenhouse,2015
4A,23,402,22,31,0,0,0,0,0,greenhouse,2015
4A,23.1,402,22,31,0,0,0,0,0,greenhouse,2015
4A,23.2,402,22,31,0,0,0,0,0,greenhouse,2015
4A,24.8,402,11,27,0,0,0,0,0,greenhouse,2015
4A,24.9,402,11,27,0,0,0,0,0,greenhouse,2015
4A,25,402,11,27,1,1,1,1,2,greenhouse,2015
4A,25.1,402,11,27,0,0,0,0,0,greenhouse,2015
4A,25.2,402,11,27,0,0,0,0,0,greenhouse,2015
4A,26.8,402,49,67,0,0,0,0,0,greenhouse,2015
4A,26.9,402,49,67,0,0,0,0,0,greenhouse,2015
4A,27,402,49,67,0,0,0,0,0,greenhouse,2015
4A,27.1,402,49,67,0,0,0,0,0,greenhouse,2015
4A,27.2,402,49,67,0,0,0,0,0,greenhouse,2015
4A,28.8,402,4,98,0,0,0,0,0,greenhouse,2015
4A,28.9,402,4,98,0,0,0,0,0,greenhouse,2015
4A,29,402,4,98,0,0,0,0,0,greenhouse,2015
4A,29.1,402,4,98,0,0,0,0,0,greenhouse,2015
4A,29.2,402,4,98,0,0,0,0,0,greenhouse,2015
4A,30.8,402,72,21,0,0,0,0,0,greenhouse,2015
4A,30.9,402,72,21,0,0,0,0,0,greenhouse,2015
4A,31,402,72,21,0,0,0,0,0,greenhouse,2015
4A,31.1,402,72,21,0,0,0,0,0,greenhouse,2015
4A,31.2,402,72,21,0,0,0,0,0,greenhouse,2015
4A,32.8,402,10,24,0,0,0,0,0,greenhouse,2015
4A,32.9,402,10,24,0,0,0,0,0,greenhouse,2015
4A,33,402,10,24,1,0,0,0,0,greenhouse,2015
4A,33.1,402,10,24,1,0,0,0,0,greenhouse,2015
4A,33.2,402,10,24,1,0,0,0,0,greenhouse,2015
4A,34.8,402,83,24,0,0,0,0,0,greenhouse,2015
4A,34.9,402,83,24,0,0,0,0,0,greenhouse,2015
4A,35,402,83,24,0,0,0,0,0,greenhouse,2015
4A,35.1,402,83,24,0,0,0,0,0,greenhouse,2015
4A,35.2,402,83,24,1,0,0,0,0,greenhouse,2015
4A,36.8,402,16,43,0,0,0,0,0,greenhouse,2015
4A,36.9,402,16,43,0,0,0,0,0,greenhouse,2015
4A,37,402,16,43,0,0,0,0,0,greenhouse,2015
4A,37.1,402,16,43,0,0,0,0,0,greenhouse,2015
4A,37.2,402,16,43,0,0,0,0,0,greenhouse,2015
4A,38.8,402,64,21,0,0,0,0,0,greenhouse,2015
4A,38.9,402,64,21,0,0,0,0,0,greenhouse,2015
4A,39,402,64,21,0,0,0,0,0,greenhouse,2015
4A,39.1,402,64,21,1,0,0,0,0,greenhouse,2015
4A,39.2,402,64,21,0,0,0,0,0,greenhouse,2015
4A,40.8,402,73,67,1,0,0,0,0,greenhouse,2015
4A,40.9,402,73,67,0,0,0,0,0,greenhouse,2015
4A,41,402,73,67,0,0,0,0,0,greenhouse,2015
4A,41.1,402,73,67,0,0,0,0,0,greenhouse,2015
4A,41.2,402,73,67,1,0,0,0,0,greenhouse,2015
4A,42.8,402,44,25,0,0,0,0,0,greenhouse,2015
4A,42.9,402,44,25,0,0,0,0,0,greenhouse,2015
4A,43,402,44,25,0,0,0,0,0,greenhouse,2015
4A,43.1,402,44,25,0,0,0,0,0,greenhouse,2015
4A,43.2,402,44,25,0,0,0,0,0,greenhouse,2015
4A,44.8,402,62,52,0,0,0,0,0,greenhouse,2015
4A,44.9,402,62,52,0,0,0,0,0,greenhouse,2015
4A,45,402,62,52,1,1,1,1,6,greenhouse,2015
4A,45.1,402,62,52,1,1,1,1,0,greenhouse,2015
4A,45.2,402,62,52,0,0,0,0,0,greenhouse,2015
4A,46.8,402,45,8,0,0,0,0,0,greenhouse,2015
4A,46.9,402,45,8,0,0,0,0,0,greenhouse,2015
4A,47,402,45,8,0,0,0,0,0,greenhouse,2015
4A,47.1,402,45,8,0,0,0,0,0,greenhouse,2015
4A,47.2,402,45,8,0,0,0,0,0,greenhouse,2015
4A,0.8,416,10,24,0,0,0,0,0,greenhouse,2015
4A,0.9,416,10,24,0,0,0,0,0,greenhouse,2015
4A,1,416,10,24,1,0,0,0,0,greenhouse,2015
4A,1.1,416,10,24,1,0,0,0,0,greenhouse,2015
4A,1.2,416,10,24,1,1,2,2,8,greenhouse,2015
4A,2.8,416,5,21,0,0,0,0,0,greenhouse,2015
4A,2.9,416,5,21,0,0,0,0,0,greenhouse,2015
4A,3,416,5,21,0,0,0,0,0,greenhouse,2015
4A,3.1,416,5,21,0,0,0,0,0,greenhouse,2015
4A,3.2,416,5,21,0,0,0,0,0,greenhouse,2015
4A,4.8,416,54,25,1,0,0,0,0,greenhouse,2015
4A,4.9,416,54,25,0,0,0,0,0,greenhouse,2015
4A,5,416,54,25,0,0,0,0,0,greenhouse,2015
4A,5.1,416,54,25,0,0,0,0,0,greenhouse,2015
4A,5.2,416,54,25,0,0,0,0,0,greenhouse,2015
4A,6.8,416,2,24,0,0,0,0,0,greenhouse,2015
4A,6.9,416,2,24,0,0,0,0,0,greenhouse,2015
4A,7,416,2,24,0,0,0,0,0,greenhouse,2015
4A,7.1,416,2,24,0,0,0,0,0,greenhouse,2015
4A,7.2,416,2,24,0,0,0,0,0,greenhouse,2015
4A,8.8,416,79,75,0,0,0,0,0,greenhouse,2015
4A,8.9,416,79,75,1,0,0,0,0,greenhouse,2015
4A,9,416,79,75,1,1,2,2,8,greenhouse,2015
4A,9.1,416,79,75,0,0,0,0,0,greenhouse,2015
4A,9.2,416,79,75,1,0,0,0,0,greenhouse,2015
4A,10.8,416,20,89,1,0,0,0,0,greenhouse,2015
4A,10.9,416,20,89,0,0,0,0,0,greenhouse,2015
4A,11,416,20,89,1,0,0,0,0,greenhouse,2015
4A,11.1,416,20,89,0,0,0,0,0,greenhouse,2015
4A,11.2,416,20,89,0,0,0,0,0,greenhouse,2015
4A,12.8,416,66,61,0,0,0,0,0,greenhouse,2015
4A,12.9,416,66,61,0,0,0,0,0,greenhouse,2015
4A,13,416,66,61,0,0,0,0,0,greenhouse,2015
4A,13.1,416,66,61,0,0,0,0,0,greenhouse,2015
4A,13.2,416,66,61,1,0,0,0,0,greenhouse,2015
4A,14.8,416,80,15,0,0,0,0,0,greenhouse,2015
4A,14.9,416,80,15,0,0,0,0,0,greenhouse,2015
4A,15,416,80,15,0,0,0,0,0,greenhouse,2015
4A,15.1,416,80,15,0,0,0,0,0,greenhouse,2015
4A,15.2,416,80,15,0,0,0,0,0,greenhouse,2015
4A,16.8,416,90,96,0,0,0,0,0,greenhouse,2015
4A,16.9,416,90,96,0,0,0,0,0,greenhouse,2015
4A,17,416,90,96,0,0,0,0,0,greenhouse,2015
4A,17.1,416,90,96,0,0,0,0,0,greenhouse,2015
4A,17.2,416,90,96,0,0,0,0,0,greenhouse,2015
4A,18.8,416,12,8,1,0,0,0,0,greenhouse,2015
4A,18.9,416,12,8,0,0,0,0,0,greenhouse,2015
4A,19,416,12,8,0,0,0,0,0,greenhouse,2015
4A,19.1,416,12,8,0,0,0,0,0,greenhouse,2015
4A,19.2,416,12,8,0,0,0,0,0,greenhouse,2015
4A,20.8,416,56,27,0,0,0,0,0,greenhouse,2015
4A,20.9,416,56,27,0,0,0,0,0,greenhouse,2015
4A,21,416,56,27,0,0,0,0,0,greenhouse,2015
4A,21.1,416,56,27,0,0,0,0,0,greenhouse,2015
4A,21.2,416,56,27,1,0,0,0,0,greenhouse,2015
4A,22.8,416,86,1,0,0,0,0,0,greenhouse,2015
4A,22.9,416,86,1,0,0,0,0,0,greenhouse,2015
4A,23,416,86,1,0,0,0,0,0,greenhouse,2015
4A,23.1,416,86,1,1,1,0,0,0,greenhouse,2015
4A,23.2,416,86,1,0,0,0,0,0,greenhouse,2015
4A,24.8,416,74,25,0,0,0,0,0,greenhouse,2015
4A,24.9,416,74,25,0,0,0,0,0,greenhouse,2015
4A,25,416,74,25,0,0,0,0,0,greenhouse,2015
4A,25.1,416,74,25,0,0,0,0,0,greenhouse,2015
4A,25.2,416,74,25,0,0,0,0,0,greenhouse,2015
4A,26.8,416,28,69,0,0,0,0,0,greenhouse,2015
4A,26.9,416,28,69,0,0,0,0,0,greenhouse,2015
4A,27,416,28,69,0,0,0,0,0,greenhouse,2015
4A,27.1,416,28,69,0,0,0,0,0,greenhouse,2015
4A,27.2,416,28,69,0,0,0,0,0,greenhouse,2015
4A,28.8,416,7,8,1,1,5,5,9,greenhouse,2015
4A,28.9,416,7,8,1,0,0,0,0,greenhouse,2015
