"modmat.siredam2015fit:paternalID1","modmat.siredam2015fit:paternalID8","modmat.siredam2015fit:paternalID15","modmat.siredam2015fit:paternalID21","modmat.siredam2015fit:paternalID24","modmat.siredam2015fit:paternalID25","modmat.siredam2015fit:paternalID27","modmat.siredam2015fit:paternalID31","modmat.siredam2015fit:paternalID35","modmat.siredam2015fit:paternalID42","modmat.siredam2015fit:paternalID43","modmat.siredam2015fit:paternalID52","modmat.siredam2015fit:paternalID55","modmat.siredam2015fit:paternalID61","modmat.siredam2015fit:paternalID67","modmat.siredam2015fit:paternalID69","modmat.siredam2015fit:paternalID75","modmat.siredam2015fit:paternalID89","modmat.siredam2015fit:paternalID96","modmat.siredam2015fit:paternalID98"
"cs.2015",2.04708138123244,1.70100153003029,1.16185450851571,1.61836163562407,1.20459884386704,1.47156828158159,1.28706766421274,0.819933851421703,0.413590782773416,1.04946233608152,0.613170503468869,2.38255796270103,0.918284095104307,2.53011433632967,1.65179439507433,0.43935441679754,1.60835550664974,0.41651409494768,1.0759099381101,0.84686030048244
"cs.2016",3.47711352610744,2.49879607352163,4.01012010562184,2.28492421774898,3.10382950535284,2.54202929652543,4.19707157238545,2.6989643675793,1.85095840167924,3.34886138982034,1.61361734746622,2.34508957720561,2.67041186812205,3.0550167141047,3.31989530189383,1.99040287268731,1.95569536163951,1.62945348357969,1.72514688991342,2.24704722683055
"cs.2017",2.18759455066332,2.16397926714717,1.5782054230855,1.27114607133462,1.69872595098294,1.58621925158096,3.77895723953779,2.51115901390418,1.7556792377225,1.87328949210492,0.98422052226445,1.90165536664465,1.58899842463027,3.51532777235203,1.8141667837758,1.24935376230612,1.53174170158347,3.01521305720144,1.03117892160432,1.07633333140636
